Unnamed: 0,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
2181,Central,Tamil Nadu,Chennai,Landmark 2181,Beach,1563,0.7,4.7,114,No,Wednesday,Recreational,No,0.66,Morning
2182,Eastern,Maharashtra,Kolkata,Landmark 2182,Beach,1672,4.5,3.4,158,Yes,Monday,Environmental,No,3.14,Evening
2183,Northern,Maharashtra,Lucknow,Landmark 2183,Fort,2007,0.5,5.0,193,Yes,Wednesday,Recreational,No,4.24,Evening
2184,Southern,Maharashtra,Chennai,Landmark 2184,Tomb,1651,5.9,4.3,93,No,Tuesday,Recreational,No,3.13,Afternoon
2185,Central,Delhi,Mumbai,Landmark 2185,Beach,1724,4.5,4.2,157,No,None,Cultural,Yes,3.23,Night
2186,Central,West Bengal,Kolkata,Landmark 2186,Tomb,1989,0.5,3.5,1,No,Wednesday,Cultural,No,3.82,Morning
2187,Western,Uttar Pradesh,Kolkata,Landmark 2187,War Memorial,1819,2.8,4.3,71,No,Wednesday,Scientific,Yes,2.05,Evening
2188,Western,Maharashtra,Lucknow,Landmark 2188,Museum,1861,1.5,3.9,167,No,Thursday,Environmental,Yes,0.37,Night
2189,Central,Tamil Nadu,Kolkata,Landmark 2189,Tomb,1968,5.0,4.3,31,Yes,Tuesday,Religious,No,2.0,Night
2190,Central,Tamil Nadu,Delhi,Landmark 2190,Temple,1710,3.6,3.9,77,No,Thursday,Scientific,Yes,3.03,Morning
2191,Central,Uttar Pradesh,Mumbai,Landmark 2191,Temple,1543,3.0,5.0,123,No,Friday,Religious,Yes,2.09,Morning
2192,Central,Delhi,Mumbai,Landmark 2192,Tomb,1818,5.9,4.5,36,No,None,Recreational,No,1.8,Night
2193,Eastern,Maharashtra,Delhi,Landmark 2193,War Memorial,1611,5.5,4.0,5,No,Thursday,Religious,No,3.65,Evening
2194,Central,Delhi,Kolkata,Landmark 2194,War Memorial,1755,0.7,4.0,112,No,Friday,Religious,No,0.55,Afternoon
2195,Western,Uttar Pradesh,Lucknow,Landmark 2195,Theme Park,1548,2.5,3.9,71,No,None,Recreational,Yes,4.88,Morning
2196,Northern,Delhi,Chennai,Landmark 2196,Fort,1798,4.4,3.4,22,Yes,Thursday,Historical,Yes,1.68,Afternoon
2197,Southern,West Bengal,Delhi,Landmark 2197,War Memorial,1596,2.2,4.7,48,Yes,Wednesday,Cultural,No,2.59,Morning
2198,Eastern,Delhi,Chennai,Landmark 2198,Tomb,1875,6.0,4.9,34,No,None,Environmental,Yes,1.76,Night
2199,Eastern,Delhi,Lucknow,Landmark 2199,War Memorial,1609,5.4,3.2,67,No,Monday,Religious,Yes,2.22,Morning
2200,Southern,Maharashtra,Delhi,Landmark 2200,Temple,1722,5.6,4.1,197,No,Thursday,Historical,No,3.56,Evening
2201,Central,Uttar Pradesh,Chennai,Landmark 2201,Temple,1521,5.9,3.6,37,No,Thursday,Scientific,Yes,1.1,Night
2202,Western,Tamil Nadu,Lucknow,Landmark 2202,Tomb,1837,0.8,4.0,114,Yes,Thursday,Religious,No,0.95,Morning
2203,Central,West Bengal,Lucknow,Landmark 2203,War Memorial,1921,5.3,3.1,168,No,Tuesday,Recreational,No,1.48,Night
2204,Central,Tamil Nadu,Delhi,Landmark 2204,War Memorial,1669,1.2,4.8,36,No,Wednesday,Historical,Yes,1.1,Morning
2205,Eastern,West Bengal,Kolkata,Landmark 2205,Theme Park,1888,3.4,3.4,63,No,Thursday,Religious,No,4.75,Morning
2206,Northern,West Bengal,Lucknow,Landmark 2206,Temple,1837,3.2,4.0,47,Yes,Tuesday,Religious,Yes,2.77,Morning
2207,Northern,Delhi,Kolkata,Landmark 2207,War Memorial,1692,4.8,3.2,119,Yes,Tuesday,Historical,No,0.14,Night
2208,Central,Tamil Nadu,Mumbai,Landmark 2208,Tomb,1871,3.9,3.2,68,No,Thursday,Environmental,Yes,1.03,Evening
2209,Western,Tamil Nadu,Mumbai,Landmark 2209,War Memorial,1781,2.3,4.6,148,No,Tuesday,Historical,No,3.66,Morning
2210,Eastern,Tamil Nadu,Lucknow,Landmark 2210,Beach,1905,4.2,3.4,11,No,None,Recreational,No,2.58,Evening
2211,Central,Delhi,Mumbai,Landmark 2211,Tomb,1692,1.7,3.2,95,No,Tuesday,Religious,No,1.42,Morning
2212,Western,Delhi,Chennai,Landmark 2212,Beach,1850,2.9,4.1,176,Yes,Monday,Recreational,No,3.96,Morning
2213,Northern,Delhi,Kolkata,Landmark 2213,Tomb,1785,5.2,3.4,112,Yes,Friday,Cultural,No,2.99,Night
2214,Central,Uttar Pradesh,Kolkata,Landmark 2214,Fort,1619,1.2,4.1,51,Yes,Tuesday,Scientific,Yes,1.55,Night
2215,Eastern,Delhi,Kolkata,Landmark 2215,Tomb,1736,3.4,4.0,117,No,Monday,Religious,No,5.0,Night
2216,Eastern,Uttar Pradesh,Kolkata,Landmark 2216,Temple,1641,4.6,3.8,102,No,Thursday,Recreational,No,2.89,Afternoon
2217,Western,West Bengal,Chennai,Landmark 2217,Observatory,1584,5.6,3.7,151,Yes,Tuesday,Environmental,Yes,3.86,Morning
2218,Western,Tamil Nadu,Mumbai,Landmark 2218,Temple,1734,4.1,4.2,20,Yes,Monday,Environmental,No,2.11,Night
2219,Southern,Delhi,Chennai,Landmark 2219,Museum,1613,1.8,4.3,19,No,None,Environmental,Yes,2.71,Evening
2220,Western,Uttar Pradesh,Mumbai,Landmark 2220,Theme Park,1528,0.8,3.0,81,No,Wednesday,Recreational,No,0.22,Night
2221,Central,Tamil Nadu,Kolkata,Landmark 2221,Observatory,1612,4.1,3.3,75,Yes,Tuesday,Recreational,Yes,0.35,Night
2222,Southern,West Bengal,Chennai,Landmark 2222,War Memorial,1860,1.8,3.7,53,No,None,Cultural,No,3.19,Evening
2223,Northern,Uttar Pradesh,Lucknow,Landmark 2223,Museum,1949,0.7,4.1,165,Yes,Wednesday,Environmental,No,1.6,Afternoon
2224,Western,Delhi,Lucknow,Landmark 2224,Beach,1961,4.9,4.6,158,Yes,Thursday,Religious,Yes,1.1,Afternoon
2225,Western,West Bengal,Delhi,Landmark 2225,Beach,1895,4.6,4.2,90,Yes,Friday,Religious,No,4.36,Afternoon
2226,Eastern,Maharashtra,Kolkata,Landmark 2226,Temple,1951,3.6,4.7,177,No,None,Environmental,Yes,1.61,Evening
2227,Southern,Maharashtra,Chennai,Landmark 2227,Temple,1789,5.1,4.6,0,No,Wednesday,Scientific,Yes,2.18,Afternoon
2228,Eastern,Tamil Nadu,Delhi,Landmark 2228,Observatory,1862,4.7,3.2,194,No,Monday,Religious,Yes,0.37,Evening
2229,Northern,Maharashtra,Delhi,Landmark 2229,Beach,1968,2.1,3.6,36,No,Monday,Environmental,Yes,3.88,Afternoon
2230,Northern,Delhi,Chennai,Landmark 2230,Beach,1749,1.1,4.2,142,Yes,Thursday,Scientific,No,2.6,Night
2231,Central,West Bengal,Lucknow,Landmark 2231,Museum,1723,5.0,4.8,80,Yes,Tuesday,Cultural,No,0.96,Night
2232,Northern,Delhi,Delhi,Landmark 2232,Fort,1570,2.0,3.1,51,No,None,Historical,Yes,4.55,Afternoon
2233,Western,Tamil Nadu,Kolkata,Landmark 2233,Museum,1676,4.7,4.6,115,No,Monday,Environmental,No,4.06,Evening
2234,Northern,Maharashtra,Chennai,Landmark 2234,Theme Park,1621,1.9,3.8,168,No,Wednesday,Scientific,No,3.89,Evening
2235,Western,Delhi,Delhi,Landmark 2235,Theme Park,1793,6.0,4.1,89,No,Monday,Cultural,Yes,3.07,Evening
2236,Central,Maharashtra,Kolkata,Landmark 2236,Tomb,1583,1.6,3.1,57,No,Thursday,Historical,No,4.08,Evening
2237,Eastern,West Bengal,Lucknow,Landmark 2237,Museum,1817,1.9,3.7,83,No,Wednesday,Recreational,Yes,3.92,Morning
2238,Western,Maharashtra,Lucknow,Landmark 2238,War Memorial,1714,4.5,4.6,165,Yes,Thursday,Religious,No,0.92,Evening
2239,Western,Uttar Pradesh,Mumbai,Landmark 2239,Temple,1850,2.3,3.4,10,No,Friday,Environmental,No,1.27,Night
2240,Eastern,Tamil Nadu,Chennai,Landmark 2240,Theme Park,1974,1.3,3.2,178,Yes,Thursday,Environmental,No,1.42,Evening
2241,Eastern,Tamil Nadu,Mumbai,Landmark 2241,Tomb,1721,1.7,3.2,20,Yes,Monday,Scientific,Yes,2.19,Night
2242,Western,West Bengal,Mumbai,Landmark 2242,Museum,1922,1.8,3.1,35,No,Friday,Cultural,Yes,2.27,Afternoon
2243,Western,Tamil Nadu,Chennai,Landmark 2243,War Memorial,1735,3.1,4.5,90,No,Thursday,Historical,No,3.67,Night
2244,Western,Delhi,Chennai,Landmark 2244,Beach,1945,3.4,4.2,50,Yes,Friday,Recreational,No,1.63,Evening
2245,Southern,West Bengal,Kolkata,Landmark 2245,Museum,1813,3.0,4.2,24,No,Tuesday,Historical,Yes,4.39,Morning
2246,Southern,Maharashtra,Delhi,Landmark 2246,Tomb,1947,1.3,3.5,92,No,Tuesday,Historical,Yes,3.17,Morning
2247,Central,Delhi,Chennai,Landmark 2247,War Memorial,1908,3.1,3.7,7,Yes,Monday,Environmental,Yes,1.72,Morning
2248,Western,Uttar Pradesh,Delhi,Landmark 2248,Fort,1834,5.1,4.4,40,Yes,Friday,Environmental,No,3.12,Morning
2249,Northern,Maharashtra,Kolkata,Landmark 2249,Observatory,1603,4.4,3.7,32,Yes,Tuesday,Historical,Yes,1.61,Night
2250,Northern,West Bengal,Lucknow,Landmark 2250,War Memorial,1612,5.1,3.4,145,Yes,None,Scientific,No,4.4,Evening
2251,Southern,Delhi,Mumbai,Landmark 2251,Beach,1638,3.2,3.9,137,No,Thursday,Environmental,No,0.88,Afternoon
2252,Northern,Uttar Pradesh,Lucknow,Landmark 2252,Museum,1853,2.0,3.5,52,No,Monday,Historical,No,1.11,Night
2253,Eastern,Maharashtra,Mumbai,Landmark 2253,War Memorial,2018,4.5,3.6,42,Yes,Tuesday,Environmental,Yes,4.49,Night
2254,Eastern,Maharashtra,Mumbai,Landmark 2254,Fort,1531,3.2,3.3,119,Yes,None,Historical,No,2.39,Evening
2255,Southern,Tamil Nadu,Chennai,Landmark 2255,Theme Park,1763,2.9,4.6,23,Yes,Friday,Environmental,No,0.2,Night
2256,Northern,Maharashtra,Kolkata,Landmark 2256,Temple,1874,3.5,3.4,63,No,Friday,Scientific,Yes,3.51,Evening
2257,Western,Tamil Nadu,Kolkata,Landmark 2257,Tomb,1601,3.6,3.5,144,No,Monday,Recreational,No,0.34,Night
2258,Central,Tamil Nadu,Lucknow,Landmark 2258,Beach,2016,0.9,4.0,30,Yes,Monday,Historical,No,4.42,Night
2259,Western,Maharashtra,Kolkata,Landmark 2259,Observatory,1699,2.8,4.1,64,No,None,Scientific,Yes,0.77,Morning
2260,Eastern,Delhi,Lucknow,Landmark 2260,Temple,1899,1.2,4.7,156,Yes,None,Recreational,Yes,0.95,Afternoon
2261,Eastern,Delhi,Kolkata,Landmark 2261,Tomb,1565,5.7,3.4,131,No,Tuesday,Historical,No,4.91,Afternoon
2262,Northern,Delhi,Mumbai,Landmark 2262,Museum,1520,4.8,4.2,196,No,Tuesday,Religious,Yes,1.85,Night
2263,Central,Delhi,Delhi,Landmark 2263,War Memorial,1802,2.0,4.9,0,Yes,Monday,Religious,No,3.99,Morning
2264,Central,Maharashtra,Kolkata,Landmark 2264,Fort,1984,1.9,3.1,147,No,Monday,Cultural,Yes,3.07,Morning
2265,Northern,Delhi,Delhi,Landmark 2265,Observatory,1588,2.0,3.9,149,No,Monday,Cultural,No,0.33,Morning
2266,Eastern,Uttar Pradesh,Lucknow,Landmark 2266,Museum,1881,2.1,4.1,146,Yes,Friday,Environmental,Yes,4.3,Morning
2267,Northern,Maharashtra,Kolkata,Landmark 2267,Beach,1740,4.4,4.8,123,Yes,Monday,Environmental,No,1.98,Evening
2268,Eastern,Tamil Nadu,Lucknow,Landmark 2268,Temple,2013,3.6,3.3,147,Yes,Wednesday,Religious,No,4.56,Evening
2269,Central,Maharashtra,Lucknow,Landmark 2269,Fort,1660,4.2,4.3,150,Yes,Tuesday,Recreational,No,3.62,Evening
2270,Western,Tamil Nadu,Kolkata,Landmark 2270,Museum,1803,2.3,4.3,31,No,Thursday,Recreational,Yes,1.12,Night
2271,Western,Uttar Pradesh,Kolkata,Landmark 2271,Temple,1976,2.9,4.1,166,No,None,Historical,Yes,1.0,Evening
2272,Northern,Tamil Nadu,Delhi,Landmark 2272,War Memorial,1582,1.1,4.8,82,No,Thursday,Cultural,No,2.28,Morning
2273,Northern,Uttar Pradesh,Kolkata,Landmark 2273,Temple,1860,1.6,4.6,183,No,Tuesday,Scientific,No,0.74,Evening
2274,Southern,Delhi,Mumbai,Landmark 2274,Beach,1673,4.5,4.9,92,Yes,Tuesday,Historical,No,2.72,Night
2275,Northern,Uttar Pradesh,Kolkata,Landmark 2275,Tomb,1919,4.9,3.2,157,No,Tuesday,Environmental,Yes,3.87,Afternoon
2276,Eastern,Delhi,Delhi,Landmark 2276,Tomb,1536,5.3,3.0,152,No,None,Historical,Yes,3.08,Night
2277,Central,West Bengal,Delhi,Landmark 2277,Theme Park,1808,3.3,4.6,136,No,Monday,Cultural,Yes,2.1,Afternoon
2278,Southern,Uttar Pradesh,Lucknow,Landmark 2278,War Memorial,1844,1.6,4.0,87,Yes,Friday,Cultural,No,0.22,Afternoon
2279,Eastern,Delhi,Lucknow,Landmark 2279,Museum,1986,5.2,5.0,20,Yes,Thursday,Recreational,No,0.18,Evening
2280,Eastern,West Bengal,Mumbai,Landmark 2280,Fort,1979,4.0,4.8,181,No,None,Recreational,Yes,4.75,Afternoon
2281,Western,Maharashtra,Lucknow,Landmark 2281,Temple,1736,5.1,4.6,107,No,None,Religious,No,4.15,Night
2282,Central,Tamil Nadu,Lucknow,Landmark 2282,Temple,1530,1.7,4.2,63,No,Thursday,Cultural,No,3.87,Evening
2283,Eastern,Tamil Nadu,Delhi,Landmark 2283,Beach,1894,3.1,3.4,149,Yes,Friday,Recreational,Yes,3.69,Afternoon
2284,Southern,Uttar Pradesh,Chennai,Landmark 2284,Beach,1956,2.2,3.3,82,No,Wednesday,Historical,Yes,3.25,Night
2285,Western,West Bengal,Kolkata,Landmark 2285,Museum,1605,4.1,4.4,88,Yes,Tuesday,Historical,No,0.24,Morning
2286,Central,Delhi,Mumbai,Landmark 2286,Theme Park,1965,4.8,4.9,148,Yes,None,Scientific,Yes,1.67,Afternoon
2287,Central,Tamil Nadu,Kolkata,Landmark 2287,Observatory,1723,2.4,4.8,135,No,Wednesday,Scientific,Yes,1.92,Afternoon
2288,Central,Uttar Pradesh,Delhi,Landmark 2288,Theme Park,1996,2.7,4.6,139,Yes,Thursday,Scientific,Yes,1.9,Morning
2289,Northern,Maharashtra,Mumbai,Landmark 2289,Museum,1604,3.6,4.3,50,Yes,Tuesday,Scientific,Yes,2.9,Evening
2290,Eastern,Tamil Nadu,Delhi,Landmark 2290,Temple,1953,1.6,3.3,18,No,Monday,Scientific,No,2.95,Morning
2291,Western,Delhi,Delhi,Landmark 2291,Theme Park,1831,5.8,4.6,124,No,Friday,Scientific,No,1.17,Night
2292,Northern,West Bengal,Lucknow,Landmark 2292,Fort,1583,5.3,5.0,171,Yes,Friday,Historical,Yes,1.8,Evening
2293,Northern,Uttar Pradesh,Kolkata,Landmark 2293,Tomb,1639,2.3,4.1,199,No,Monday,Scientific,No,3.98,Night
2294,Central,Delhi,Delhi,Landmark 2294,Observatory,1980,1.1,3.3,5,Yes,Tuesday,Historical,Yes,0.96,Afternoon
2295,Eastern,Delhi,Kolkata,Landmark 2295,Tomb,1751,4.9,3.0,160,No,Wednesday,Religious,No,1.19,Afternoon
2296,Eastern,Maharashtra,Delhi,Landmark 2296,Observatory,1867,2.1,3.7,160,No,Wednesday,Religious,No,0.32,Afternoon
2297,Eastern,Delhi,Delhi,Landmark 2297,Theme Park,1604,2.9,4.7,1,Yes,Monday,Cultural,Yes,2.65,Evening
2298,Northern,Tamil Nadu,Chennai,Landmark 2298,Museum,1798,3.2,4.4,4,Yes,Tuesday,Religious,Yes,4.25,Morning
2299,Central,West Bengal,Kolkata,Landmark 2299,Museum,1677,1.4,3.2,141,Yes,Friday,Scientific,No,3.99,Night
2300,Northern,Tamil Nadu,Mumbai,Landmark 2300,Museum,1728,6.0,3.9,127,No,Tuesday,Scientific,Yes,3.57,Night
2301,Southern,Tamil Nadu,Chennai,Landmark 2301,War Memorial,1663,2.0,5.0,149,No,Tuesday,Recreational,No,3.85,Evening
2302,Eastern,Maharashtra,Mumbai,Landmark 2302,Temple,1908,2.5,4.6,101,Yes,Wednesday,Religious,No,0.58,Afternoon
2303,Northern,West Bengal,Kolkata,Landmark 2303,Theme Park,1647,5.8,5.0,65,No,Tuesday,Cultural,Yes,3.93,Afternoon
2304,Central,Uttar Pradesh,Lucknow,Landmark 2304,Museum,1588,3.8,3.2,78,No,Tuesday,Cultural,No,0.27,Night
2305,Western,Maharashtra,Delhi,Landmark 2305,Temple,1984,1.6,3.2,24,No,Tuesday,Cultural,No,4.48,Night
2306,Northern,Tamil Nadu,Lucknow,Landmark 2306,Beach,1626,1.4,4.6,63,Yes,Thursday,Environmental,Yes,3.71,Night
2307,Western,Tamil Nadu,Kolkata,Landmark 2307,Temple,1609,1.2,3.3,88,No,Friday,Religious,No,4.56,Morning
2308,Northern,West Bengal,Delhi,Landmark 2308,Beach,1901,3.3,4.0,190,Yes,Friday,Environmental,Yes,4.88,Morning
2309,Central,West Bengal,Delhi,Landmark 2309,Museum,1985,3.5,3.7,129,No,Thursday,Environmental,No,0.15,Evening
2310,Eastern,Maharashtra,Delhi,Landmark 2310,Tomb,1908,3.1,4.6,156,No,Thursday,Environmental,No,1.55,Night
2311,Central,Uttar Pradesh,Kolkata,Landmark 2311,Tomb,1940,4.6,3.9,78,Yes,Tuesday,Religious,Yes,1.66,Evening
2312,Southern,Delhi,Kolkata,Landmark 2312,Beach,1742,5.7,4.2,56,No,Tuesday,Scientific,No,1.74,Night
2313,Northern,Delhi,Delhi,Landmark 2313,Theme Park,1572,5.7,3.3,132,No,Thursday,Historical,No,2.18,Morning
2314,Western,Uttar Pradesh,Kolkata,Landmark 2314,Temple,1850,4.5,3.2,33,Yes,Friday,Historical,Yes,3.04,Night
2315,Central,Delhi,Lucknow,Landmark 2315,Museum,2001,1.5,3.4,18,No,Friday,Historical,Yes,2.9,Afternoon
2316,Western,Delhi,Delhi,Landmark 2316,War Memorial,1666,1.1,4.5,117,Yes,Wednesday,Scientific,No,0.31,Evening
2317,Eastern,Maharashtra,Lucknow,Landmark 2317,Tomb,1971,5.2,3.3,86,Yes,Tuesday,Religious,Yes,4.86,Afternoon
2318,Central,Delhi,Mumbai,Landmark 2318,Observatory,1919,3.8,3.6,192,Yes,Friday,Cultural,Yes,3.21,Evening
2319,Southern,Tamil Nadu,Delhi,Landmark 2319,Fort,1547,3.6,5.0,45,No,Monday,Recreational,No,1.9,Night
2320,Southern,Tamil Nadu,Delhi,Landmark 2320,Beach,1971,3.3,4.6,92,Yes,Monday,Religious,Yes,4.6,Afternoon
2321,Central,Uttar Pradesh,Kolkata,Landmark 2321,War Memorial,1959,4.1,3.6,9,Yes,Thursday,Cultural,Yes,3.01,Morning
2322,Western,Uttar Pradesh,Kolkata,Landmark 2322,War Memorial,1717,3.7,4.2,78,Yes,Friday,Religious,Yes,4.85,Night
2323,Eastern,Tamil Nadu,Delhi,Landmark 2323,Beach,1719,2.7,4.9,90,Yes,None,Recreational,Yes,2.55,Afternoon
2324,Central,Tamil Nadu,Chennai,Landmark 2324,Museum,1968,5.9,3.7,155,No,Thursday,Historical,Yes,0.81,Night
2325,Eastern,Uttar Pradesh,Kolkata,Landmark 2325,Temple,1549,2.6,4.0,115,No,Thursday,Recreational,No,4.14,Afternoon
2326,Central,Uttar Pradesh,Delhi,Landmark 2326,War Memorial,1830,2.1,4.4,125,No,Wednesday,Environmental,No,2.07,Night
2327,Northern,West Bengal,Chennai,Landmark 2327,Theme Park,1525,1.3,4.8,108,Yes,Wednesday,Recreational,Yes,1.63,Night
2328,Western,West Bengal,Kolkata,Landmark 2328,Temple,1716,5.1,4.5,72,Yes,Monday,Religious,No,3.21,Evening
2329,Western,Delhi,Kolkata,Landmark 2329,War Memorial,1938,2.8,3.4,70,No,Tuesday,Cultural,Yes,1.94,Night
2330,Southern,Maharashtra,Lucknow,Landmark 2330,Museum,1787,1.5,4.6,112,Yes,Friday,Historical,No,2.28,Afternoon
2331,Central,Tamil Nadu,Chennai,Landmark 2331,Beach,1789,1.5,4.3,97,No,Thursday,Recreational,No,0.13,Night
2332,Central,Tamil Nadu,Delhi,Landmark 2332,Observatory,1804,1.6,4.7,78,No,Monday,Environmental,Yes,4.13,Morning
2333,Northern,Uttar Pradesh,Chennai,Landmark 2333,Theme Park,1964,2.1,4.7,173,Yes,None,Scientific,Yes,4.52,Night
2334,Central,Uttar Pradesh,Lucknow,Landmark 2334,Observatory,1605,1.3,3.8,147,No,Monday,Recreational,No,3.33,Afternoon
2335,Eastern,West Bengal,Delhi,Landmark 2335,Observatory,1953,2.2,4.8,141,No,None,Historical,No,0.45,Evening
2336,Western,Delhi,Lucknow,Landmark 2336,Observatory,1670,5.6,3.6,120,Yes,None,Religious,Yes,2.23,Morning
2337,Western,Delhi,Lucknow,Landmark 2337,Observatory,1701,2.0,4.5,80,Yes,Tuesday,Cultural,Yes,0.45,Afternoon
2338,Western,Tamil Nadu,Chennai,Landmark 2338,Tomb,1652,3.6,3.8,183,Yes,Friday,Recreational,Yes,4.19,Evening
2339,Eastern,Tamil Nadu,Lucknow,Landmark 2339,Theme Park,1589,3.3,3.1,98,No,Thursday,Cultural,No,2.7,Evening
2340,Central,Maharashtra,Chennai,Landmark 2340,Temple,2005,3.6,3.6,66,No,None,Recreational,No,1.12,Morning
2341,Central,Delhi,Lucknow,Landmark 2341,Beach,1583,4.9,3.1,175,Yes,Tuesday,Religious,Yes,1.11,Afternoon
2342,Northern,Uttar Pradesh,Chennai,Landmark 2342,Fort,1767,1.4,4.0,158,Yes,Tuesday,Historical,No,2.88,Evening
2343,Southern,Delhi,Delhi,Landmark 2343,Beach,1710,4.4,3.4,175,Yes,Monday,Religious,No,3.7,Afternoon
2344,Southern,Uttar Pradesh,Lucknow,Landmark 2344,Fort,1832,2.1,4.8,182,Yes,Friday,Scientific,No,1.05,Morning
2345,Western,Tamil Nadu,Lucknow,Landmark 2345,Museum,1970,4.7,3.8,82,Yes,Tuesday,Scientific,No,1.36,Night
2346,Northern,Tamil Nadu,Kolkata,Landmark 2346,Observatory,1726,4.0,4.6,103,No,Thursday,Cultural,Yes,0.15,Evening
2347,Eastern,Uttar Pradesh,Lucknow,Landmark 2347,Museum,1588,3.6,5.0,106,Yes,Thursday,Cultural,Yes,4.42,Evening
2348,Southern,Maharashtra,Chennai,Landmark 2348,Observatory,1780,4.5,3.6,80,No,Friday,Scientific,Yes,0.85,Evening
2349,Northern,Uttar Pradesh,Chennai,Landmark 2349,Tomb,1824,2.9,4.7,32,No,Tuesday,Scientific,No,4.1,Afternoon
2350,Eastern,Maharashtra,Chennai,Landmark 2350,Beach,1742,1.9,3.1,100,Yes,Friday,Cultural,No,4.17,Morning
2351,Northern,Tamil Nadu,Mumbai,Landmark 2351,Fort,1712,1.8,3.6,181,No,Monday,Scientific,No,2.86,Night
2352,Eastern,Uttar Pradesh,Lucknow,Landmark 2352,Tomb,2017,5.8,4.3,117,Yes,None,Cultural,No,1.28,Morning
2353,Northern,Tamil Nadu,Kolkata,Landmark 2353,Observatory,1844,5.2,3.0,64,Yes,Tuesday,Cultural,Yes,4.93,Afternoon
2354,Central,Delhi,Mumbai,Landmark 2354,Temple,1665,2.2,4.5,185,Yes,Friday,Religious,No,1.34,Evening
2355,Eastern,Uttar Pradesh,Chennai,Landmark 2355,Theme Park,1540,1.1,3.1,14,No,Tuesday,Environmental,No,1.47,Morning
2356,Western,Delhi,Mumbai,Landmark 2356,Tomb,1721,2.1,3.1,164,No,None,Environmental,No,1.28,Evening
2357,Southern,Tamil Nadu,Mumbai,Landmark 2357,Theme Park,2001,2.5,4.2,126,No,Thursday,Historical,Yes,2.98,Afternoon
2358,Eastern,Maharashtra,Kolkata,Landmark 2358,Tomb,1797,2.0,4.4,22,No,Thursday,Scientific,No,0.88,Night
2359,Northern,Tamil Nadu,Mumbai,Landmark 2359,Beach,1909,1.5,3.1,178,No,Wednesday,Religious,No,4.04,Night
2360,Eastern,Tamil Nadu,Delhi,Landmark 2360,Beach,1739,5.8,3.4,105,Yes,Friday,Recreational,No,1.4,Afternoon
2361,Western,Maharashtra,Mumbai,Landmark 2361,Beach,1965,4.2,4.2,139,No,Wednesday,Environmental,Yes,2.62,Morning
2362,Eastern,Uttar Pradesh,Delhi,Landmark 2362,Theme Park,1724,4.5,3.2,76,No,Monday,Recreational,Yes,3.45,Evening
2363,Western,Delhi,Lucknow,Landmark 2363,Temple,1807,1.8,3.7,190,Yes,Thursday,Religious,No,4.46,Morning
2364,Southern,West Bengal,Kolkata,Landmark 2364,Museum,1752,1.2,4.1,1,No,Monday,Environmental,Yes,2.75,Afternoon
2365,Eastern,Maharashtra,Chennai,Landmark 2365,Observatory,1667,1.8,4.0,163,Yes,Friday,Historical,No,3.01,Afternoon
2366,Southern,Tamil Nadu,Mumbai,Landmark 2366,Beach,1779,2.6,3.3,110,Yes,Friday,Religious,No,2.48,Afternoon
2367,Southern,Delhi,Chennai,Landmark 2367,Theme Park,1955,3.1,4.5,188,Yes,Tuesday,Cultural,Yes,0.13,Afternoon
2368,Central,Uttar Pradesh,Lucknow,Landmark 2368,Fort,1660,5.6,4.4,194,Yes,Wednesday,Recreational,Yes,3.35,Morning
2369,Western,Tamil Nadu,Mumbai,Landmark 2369,Temple,1889,4.4,3.7,91,No,Monday,Recreational,No,1.69,Morning
2370,Eastern,Uttar Pradesh,Lucknow,Landmark 2370,Observatory,1880,0.7,4.2,73,No,Monday,Cultural,Yes,1.98,Afternoon
2371,Central,West Bengal,Chennai,Landmark 2371,Temple,1837,5.0,3.1,162,Yes,Monday,Scientific,No,4.07,Night
2372,Southern,Uttar Pradesh,Mumbai,Landmark 2372,War Memorial,1795,0.6,3.9,95,Yes,Wednesday,Recreational,Yes,0.86,Afternoon
2373,Northern,Delhi,Mumbai,Landmark 2373,War Memorial,2001,2.7,3.9,17,Yes,None,Environmental,No,0.13,Evening
2374,Western,Delhi,Mumbai,Landmark 2374,Museum,1687,2.0,3.9,52,Yes,None,Historical,Yes,1.28,Morning
2375,Western,West Bengal,Delhi,Landmark 2375,Fort,1958,3.1,4.4,128,Yes,Monday,Environmental,Yes,2.42,Afternoon
2376,Western,West Bengal,Mumbai,Landmark 2376,Fort,2014,1.9,4.1,2,Yes,None,Historical,No,4.46,Night
2377,Northern,Maharashtra,Chennai,Landmark 2377,War Memorial,1793,5.0,3.1,161,No,Friday,Recreational,Yes,1.14,Night
2378,Eastern,West Bengal,Kolkata,Landmark 2378,Fort,1568,4.7,3.5,189,No,None,Scientific,No,3.05,Afternoon
2379,Central,Delhi,Kolkata,Landmark 2379,Beach,1582,4.0,3.8,7,No,Thursday,Religious,No,4.8,Morning
2380,Central,Maharashtra,Delhi,Landmark 2380,Temple,1607,3.9,4.7,184,No,Thursday,Scientific,Yes,3.05,Morning
2381,Northern,Tamil Nadu,Kolkata,Landmark 2381,Temple,1724,0.6,4.4,19,Yes,None,Religious,No,3.58,Evening
2382,Western,Tamil Nadu,Lucknow,Landmark 2382,War Memorial,1942,1.4,3.1,2,Yes,Tuesday,Religious,Yes,0.56,Morning
